X9.unique.bam	X10.unique.bam	X11.unique.bam	X12.unique.bam	X13.unique.bam	X14.unique.bam	X15.unique.bam	X16.unique.bam
11.tRNA399-ThrAGT	3667.3866774285	6232.42529021147	2491.05445665587	6650.34077803592	2956.24874740519	6743.56389046837	2455.30578743846	4656.33145513618
11.tRNA400-SerCGA	3823.44568497865	2382.98614037497	5579.96198290915	2078.23149313622	3825.7336731126	3804.06168180267	3437.42810241385	5036.44014535138
11.tRNA401-LeuTAG	1014.38354907597	4032.74577601918	597.853069597409	4821.49706407604	1652.02135884408	3112.4141032931	1276.759009468	3611.03255704439
11.tRNA516-SerGCT	78.0295037750744	91.6533130913451	0	0	0	86.4559473136971	98.2122314975385	0
11.tRNA550-ThrCGT	2262.85560947716	1191.49307018749	996.421782662349	748.163337529041	1304.22738856111	1383.29515701915	687.48562048277	1330.3804157532
11.tRNA750-SerGCT	78.0295037750744	366.61325236538	0	166.258519450898	0	259.367841941091	0	190.054345107599
11.tRNA791-CysGCA	1014.38354907597	549.919878548071	498.210891331174	415.646298627245	695.587940565927	864.559473136971	687.48562048277	475.135862768998
11.tRNA832-SerGGA	0	91.6533130913451	99.6421782662349	0	86.9484925707408	0	0	285.081517661399
11.tRNA945-ArgCCG	4759.79973027954	7148.95842112492	9565.64911355855	7232.24559611406	6955.87940565927	6051.9163119588	8249.82744579323	10072.8802907028
11.tRNA1022-ArgCCT	3433.29816610327	4216.05240220187	3487.47623931822	4488.98002517424	5129.96106167371	4841.53304956704	5696.30942685723	5796.65752578178
11.tRNA1023-ArgTCG	1950.73759437686	5040.93222002398	1394.99049572729	6317.82373913412	1652.02135884408	3717.60573448898	2357.09355594092	3896.11407470579
11.tRNA1234-ArgCCT	3511.32766987835	4857.62559384129	6576.3837655715	4572.10928489969	5912.49749481038	6657.10794315468	6678.43174183262	7222.06511408878
11.tRNA1432-CysGCA	4603.74072272939	4857.62559384129	7273.87901343514	6567.21151831047	4521.32161367852	4841.53304956704	4910.61157487693	4086.16841981339
11.tRNA1433-CysGCA	390.147518875372	549.919878548071	597.853069597409	665.034077803592	434.742462853704	1123.92731507806	883.910083477847	665.190207876598
11.tRNA1442-CysGCA	468.177022650446	641.573191639416	896.779604396114	665.034077803592	608.639447995186	345.823789254788	785.697851980308	475.135862768998
11.tRNA1444-CysGCA	2262.85560947716	733.226504730761	797.137426129879	1080.68037643084	956.433418278149	864.559473136971	1080.33454647292	665.190207876598
11.tRNA1446-AsnGTT	78.0295037750744	91.6533130913451	199.28435653247	415.646298627245	0	432.279736568485	196.424462995077	570.163035322798
11.tRNA1493-GlnTTG	4525.71121895431	3482.82589747111	4882.46673504551	2577.00705148892	4086.57915082482	3717.60573448898	6580.21951033508	4751.35862768998
11.tRNA1816-LysTTT	624.236030200595	641.573191639416	697.495247863644	1911.97297368533	1130.33040341963	2074.94273552873	1276.759009468	1995.57062362979
11.tRNA1817-GlnCTG	780.295037750744	1099.83975709614	697.495247863644	748.163337529041	521.690955424445	1123.92731507806	687.48562048277	760.217380430397
11.tRNA1818-ArgTCT	2574.97362457746	2382.98614037497	2491.05445665587	2493.87779176347	2434.55779198074	1729.11894627394	3044.57917642369	3135.89669427539
11.tRNA1819-GlyGCC	1248.47206040119	2108.02620110094	1394.99049572729	1911.97297368533	869.484925707408	2334.31057746982	785.697851980308	1140.3260706456
11.tRNA1820-TrpCCA	390.147518875372	274.959939274035	298.926534798705	0	86.9484925707408	86.4559473136971	392.848925990154	95.0271725537997
11.tRNA1821-SerGCT	1248.47206040119	2382.98614037497	1793.55920879223	3408.29964874341	1130.33040341963	2334.31057746982	687.48562048277	1235.3532431994
11.tRNA1822-ThrAGT	1248.47206040119	366.61325236538	597.853069597409	498.775558352694	869.484925707408	1037.47136776437	589.273388985231	285.081517661399
11.tRNA1823-IleAAT	1014.38354907597	1374.79969637018	498.210891331174	2493.87779176347	1304.22738856111	1988.48678821503	1080.33454647292	2280.65214129119
11.tRNA1824-GlyTCC	2965.12114345283	3299.51927128842	3288.19188278575	2493.87779176347	2608.45477712223	2247.85463015612	3732.06479690646	3801.08690215199
11.tRNA1849-TrpCCA	312.118015100298	183.30662618269	99.6421782662349	83.129259725449	347.793970282963	172.911894627394	98.2122314975385	95.0271725537997
11.tRNA1880-TrpCCA	468.177022650446	458.266565456726	99.6421782662349	498.775558352694	173.896985141482	172.911894627394	196.424462995077	95.0271725537997
11.tRNA1911-LeuCAA	79434.0348430257	67640.1450614127	68753.1030037021	40317.6909668427	62342.0691732212	41671.766605202	60105.8856764936	47038.4504141308
11.tRNA1912-GluCTC	1170.44255662612	1466.45300946152	1096.06396092858	1080.68037643084	1738.96985141482	864.559473136971	883.910083477847	855.244552984197
11.tRNA2021-LeuAAG	78.0295037750744	0	0	0	86.9484925707408	0	98.2122314975385	0
11.tRNA2022-AlaTGC	1092.41305285104	1466.45300946152	797.137426129879	2410.74853203802	1391.17588113185	1988.48678821503	883.910083477847	1140.3260706456
11.tRNA2023-LysCTT	78.0295037750744	183.30662618269	0	166.258519450898	0	0	196.424462995077	95.0271725537997
12.tRNA42-SerGCT	0	91.6533130913451	0	83.129259725449	0	86.4559473136971	0	0
12.tRNA60-AlaAGC	0	641.573191639416	199.28435653247	166.258519450898	0	172.911894627394	98.2122314975385	95.0271725537997
12.tRNA476-IleAAT	1638.61957927656	733.226504730761	797.137426129879	1579.45593478353	869.484925707408	778.103525823274	982.122314975385	665.190207876598
12.tRNA796-LysCTT	0	0	99.6421782662349	83.129259725449	86.9484925707408	86.4559473136971	0	0
12.tRNA1008-SerACT	0	183.30662618269	0	166.258519450898	0	86.4559473136971	0	95.0271725537997
13.tRNA60-PheGAA	858.324541525818	1283.14638327883	697.495247863644	1995.10223341078	1391.17588113185	1815.57489358764	1178.54677797046	2470.70648639879
13.tRNA61-MetCAT	624.236030200595	1099.83975709614	597.853069597409	415.646298627245	347.793970282963	432.279736568485	392.848925990154	475.135862768998
13.tRNA62-LeuAAG	0	91.6533130913451	0	83.129259725449	0	172.911894627394	0	0
13.tRNA63-LeuAAG	0	183.30662618269	199.28435653247	332.517038901796	0	86.4559473136971	294.636694492616	95.0271725537997
13.tRNA64-GlnCTG	15293.7827399146	15397.756599346	27600.8833797471	11970.6134004647	13737.8618261771	14870.4229379559	17972.8383640495	17960.1356126681
13.tRNA65-LeuCAA	52435.82653685	49859.4023216917	49223.23606352	34415.5135263359	41909.1734190971	34582.3789254788	44981.2020258726	35350.1081900135
13.tRNA66-AlaAGC	1482.56057172641	2016.37288800959	1893.20138705846	2577.00705148892	1130.33040341963	1815.57489358764	1866.03239845323	2185.62496873739
13.tRNA67-AlaAGC	1092.41305285104	2108.02620110094	797.137426129879	1745.71445423443	695.587940565927	605.19163119588	392.848925990154	1425.407588307
13.tRNA68-AlaTGC	624.236030200595	91.6533130913451	597.853069597409	581.904818078143	521.690955424445	605.19163119588	98.2122314975385	380.108690215199
13.tRNA69-AlaAGC	546.206526425521	549.919878548071	597.853069597409	1246.93889588173	521.690955424445	951.015420450668	294.636694492616	475.135862768998
13.tRNA70-AlaCGC	78.0295037750744	91.6533130913451	99.6421782662349	748.163337529041	86.9484925707408	172.911894627394	0	95.0271725537997
13.tRNA71-AlaAGC	1326.50156417626	1558.10632255287	2391.41227838964	1496.32667505808	2086.76382169778	1383.29515701915	1571.39570396062	1710.48910596839
13.tRNA72-ThrCGT	78.0295037750744	91.6533130913451	0	498.775558352694	86.9484925707408	259.367841941091	0	475.135862768998
13.tRNA73-ThrTGT	702.26553397567	366.61325236538	498.210891331174	249.387779176347	782.536433136668	259.367841941091	883.910083477847	285.081517661399
13.tRNA74-ArgTCG	624.236030200595	366.61325236538	398.568713064939	0	434.742462853704	259.367841941091	294.636694492616	95.0271725537997
13.tRNA75-ThrCGT	78.0295037750744	91.6533130913451	0	83.129259725449	0	0	0	0
13.tRNA77-GlyGCC	78.0295037750744	91.6533130913451	0	166.258519450898	86.9484925707408	172.911894627394	0	190.054345107599
13.tRNA78-MetCAT	702.26553397567	733.226504730761	697.495247863644	1080.68037643084	1304.22738856111	1729.11894627394	883.910083477847	1235.3532431994
13.tRNA81-ThrAGT	1092.41305285104	549.919878548071	597.853069597409	415.646298627245	434.742462853704	518.735683882183	687.48562048277	380.108690215199
13.tRNA82-MetCAT	1716.64908305164	1833.0662618269	996.421782662349	2161.36075286167	1912.8668365563	1383.29515701915	1276.759009468	1330.3804157532
13.tRNA83-LysTTT	234.088511325223	641.573191639416	0	1330.06815560718	347.793970282963	1210.38326239176	785.697851980308	1235.3532431994
13.tRNA84-AspGTC	1170.44255662612	733.226504730761	298.926534798705	332.517038901796	608.639447995186	691.647578509577	785.697851980308	1710.48910596839
13.tRNA85-LeuCAA	7334.77335485699	11365.0108233268	9764.93347009102	13300.6815560718	11129.4070490548	15648.5264637792	11883.6800112022	16914.8367145763
13.tRNA86-SerAGA	3979.50469252879	2566.29276655766	6875.31030037021	5154.01410297784	4956.06407653223	3890.51762911637	5205.24826936954	3991.14124725959
13.tRNA87-GlnCTG	2653.00312835253	4399.35902838457	2789.98099145458	4738.36780435059	2260.66080683926	3976.97357643007	2651.73025043354	6176.76621599698
13.tRNA88-SerAGA	624.236030200595	733.226504730761	398.568713064939	498.775558352694	260.845477712223	518.735683882183	392.848925990154	475.135862768998
13.tRNA89-LysTTT	78.0295037750744	274.959939274035	0	748.163337529041	86.9484925707408	605.19163119588	98.2122314975385	855.244552984197
13.tRNA90-MetCAT	2731.0326321276	1924.71957491825	3088.90752625328	1911.97297368533	2521.50628455148	1642.66299896024	2062.45686144831	2185.62496873739
13.tRNA91-ValCAC	1014.38354907597	366.61325236538	1295.34831746105	498.775558352694	1043.38191084889	1037.47136776437	982.122314975385	950.271725537997
13.tRNA92-IleAAT	2106.79660192701	3207.86595819708	1295.34831746105	3574.55816819431	2869.30025483445	5187.35683882183	1669.60793545815	3801.08690215199
13.tRNA93-ValAAC	1248.47206040119	366.61325236538	697.495247863644	332.517038901796	695.587940565927	86.4559473136971	392.848925990154	190.054345107599
13.tRNA94-AlaAGC	0	0	99.6421782662349	0	86.9484925707408	86.4559473136971	98.2122314975385	285.081517661399
13.tRNA95-ValAAC	1638.61957927656	1741.41294873556	597.853069597409	1330.06815560718	1391.17588113185	2074.94273552873	1374.97124096554	665.190207876598
13.tRNA96-AlaAGC	234.088511325223	641.573191639416	99.6421782662349	415.646298627245	434.742462853704	259.367841941091	196.424462995077	570.163035322798
13.tRNA97-ValCAC	3043.1506472279	5682.5054116634	2590.69663492211	5154.01410297784	3390.99121025889	5360.26873344922	3142.79140792123	8267.36401218057
13.tRNA98-ValCAC	2028.76709815193	824.879817822106	996.421782662349	1163.80963615629	1217.27889599037	778.103525823274	687.48562048277	1425.407588307
13.tRNA99-MetCAT	1014.38354907597	641.573191639416	498.210891331174	1413.19741533263	521.690955424445	951.015420450668	785.697851980308	1235.3532431994
13.tRNA100-IleAAT	468.177022650446	549.919878548071	0	332.517038901796	521.690955424445	605.19163119588	294.636694492616	380.108690215199
13.tRNA101-TyrGTA	234.088511325223	183.30662618269	0	249.387779176347	86.9484925707408	172.911894627394	98.2122314975385	0
13.tRNA102-AlaAGC	1014.38354907597	824.879817822106	597.853069597409	831.29259725449	608.639447995186	518.735683882183	687.48562048277	475.135862768998
13.tRNA103-LysCTT	390.147518875372	0	199.28435653247	83.129259725449	86.9484925707408	0	0	380.108690215199
13.tRNA104-ThrAGT	1326.50156417626	916.533130913451	797.137426129879	581.904818078143	782.536433136668	605.19163119588	883.910083477847	380.108690215199
13.tRNA105-GluTTC	3589.35717365342	4032.74577601918	4384.25584371433	1662.58519450898	1912.8668365563	1988.48678821503	2258.88132444339	2375.67931384499
13.tRNA106-TyrGTA	0	274.959939274035	0	249.387779176347	0	259.367841941091	196.424462995077	380.108690215199
13.tRNA107-TrpCCA	0	274.959939274035	0	415.646298627245	0	345.823789254788	0	285.081517661399
13.tRNA108-MetCAT	858.324541525818	824.879817822106	597.853069597409	665.034077803592	782.536433136668	518.735683882183	589.273388985231	1045.2988980918
13.tRNA109-TrpCCA	0	0	199.28435653247	166.258519450898	0	86.4559473136971	98.2122314975385	190.054345107599
13.tRNA110-GlyGCC	234.088511325223	641.573191639416	298.926534798705	665.034077803592	608.639447995186	345.823789254788	294.636694492616	285.081517661399
13.tRNA111-MetCAT	3667.3866774285	3299.51927128842	2291.7701001234	2327.61927231257	2521.50628455148	1642.66299896024	3142.79140792123	3040.86952172159
13.tRNA112-SerTGA	3121.18015100298	1833.0662618269	1693.91703052599	2161.36075286167	2086.76382169778	1902.03084090134	2357.09355594092	1615.46193341459
13.tRNA113-GlnTTG	9675.65846810923	10631.784318596	15643.8219877989	9559.86486842663	11129.4070490548	8904.9625733108	15026.4714191234	14824.2389183928
13.tRNA114-GlnTTG	10768.0715209603	14756.1834077066	20625.9309011106	11471.837842112	13563.9648410356	12881.9361497409	19937.0829940003	18910.4073382061
13.tRNA115-SerGCT	78.0295037750744	183.30662618269	99.6421782662349	83.129259725449	260.845477712223	691.647578509577	196.424462995077	855.244552984197
13.tRNA365-SerACT	0	183.30662618269	0	83.129259725449	0	0	0	95.0271725537997
13.tRNA539-AlaAGC	0	91.6533130913451	0	166.258519450898	0	86.4559473136971	0	0
13.tRNA959-MetCAT	2574.97362457746	1191.49307018749	1893.20138705846	2161.36075286167	2434.55779198074	1815.57489358764	2455.30578743846	1995.57062362979
13.tRNA960-ArgTCG	936.354045300893	458.266565456726	597.853069597409	166.258519450898	695.587940565927	259.367841941091	392.848925990154	665.190207876598
13.tRNA961-ArgTCG	468.177022650446	91.6533130913451	199.28435653247	166.258519450898	434.742462853704	259.367841941091	392.848925990154	190.054345107599
13.tRNA962-SerAGA	936.354045300893	1649.75963564421	3487.47623931822	2909.52409039071	2956.24874740519	3025.9581559794	2062.45686144831	2090.59779618359
13.tRNA963-ArgACG	858.324541525818	458.266565456726	697.495247863644	249.387779176347	173.896985141482	605.19163119588	589.273388985231	665.190207876598
13.tRNA964-LeuCAG	3823.44568497865	8065.49155203837	3088.90752625328	6234.69447940867	4173.52764339556	7694.57931091904	3241.00363941877	6176.76621599698
13.tRNA965-ArgACG	936.354045300893	549.919878548071	199.28435653247	249.387779176347	608.639447995186	518.735683882183	196.424462995077	665.190207876598
13.tRNA966-ValCAC	1170.44255662612	2657.94607964901	1793.55920879223	1911.97297368533	1304.22738856111	1988.48678821503	1866.03239845323	2470.70648639879
13.tRNA967-AlaCGC	156.059007550149	916.533130913451	398.568713064939	498.775558352694	695.587940565927	1037.47136776437	294.636694492616	570.163035322798
13.tRNA968-IleAAT	1872.70809060179	1741.41294873556	1195.70613919482	1579.45593478353	1478.12437370259	1383.29515701915	1767.82016695569	950.271725537997
13.tRNA969-ProAGG	1638.61957927656	1099.83975709614	2391.41227838964	1246.93889588173	2086.76382169778	778.103525823274	1767.82016695569	570.163035322798
13.tRNA970-TyrGTA	1170.44255662612	183.30662618269	498.210891331174	249.387779176347	521.690955424445	1123.92731507806	785.697851980308	855.244552984197
13.tRNA972-TyrGTA	78.0295037750744	549.919878548071	0	665.034077803592	0	778.103525823274	196.424462995077	190.054345107599
13.tRNA973-TyrGTA	1170.44255662612	366.61325236538	597.853069597409	831.29259725449	869.484925707408	518.735683882183	392.848925990154	570.163035322798
13.tRNA974-ValAAC	546.206526425521	1008.1864440048	298.926534798705	997.551116705388	434.742462853704	518.735683882183	392.848925990154	1520.43476086079
13.tRNA975-AlaAGC	156.059007550149	549.919878548071	199.28435653247	581.904818078143	173.896985141482	432.279736568485	196.424462995077	380.108690215199
13.tRNA977-ValAAC	156.059007550149	183.30662618269	0	0	173.896985141482	259.367841941091	0	95.0271725537997
13.tRNA978-AlaAGC	858.324541525818	1283.14638327883	298.926534798705	665.034077803592	608.639447995186	864.559473136971	491.061157487693	570.163035322798
13.tRNA980-IleAAT	1794.67858682671	1099.83975709614	896.779604396114	1163.80963615629	956.433418278149	1296.83920970546	785.697851980308	855.244552984197
13.tRNA981-IleTAT	78.0295037750744	0	0	0	0	86.4559473136971	98.2122314975385	0
13.tRNA982-SerGCT	78.0295037750744	366.61325236538	298.926534798705	581.904818078143	434.742462853704	1123.92731507806	785.697851980308	570.163035322798
13.tRNA983-ThrAGT	390.147518875372	733.226504730761	298.926534798705	332.517038901796	434.742462853704	172.911894627394	196.424462995077	190.054345107599
13.tRNA984-SerCGA	6086.3012944558	18513.9692444517	4982.10891331174	21696.7367883422	5303.85804681519	19020.3084090134	4124.91372289662	13588.8856751934
13.tRNA985-ArgACG	780.295037750744	458.266565456726	298.926534798705	748.163337529041	260.845477712223	691.647578509577	491.061157487693	285.081517661399
13.tRNA986-ValAAC	1794.67858682671	1649.75963564421	1195.70613919482	3408.29964874341	2608.45477712223	4236.34141837116	2651.73025043354	4181.19559236719
13.tRNA987-GlnCTG	468.177022650446	549.919878548071	298.926534798705	997.551116705388	521.690955424445	518.735683882183	785.697851980308	475.135862768998
13.tRNA988-SerGCT	0	549.919878548071	0	581.904818078143	434.742462853704	951.015420450668	294.636694492616	1235.3532431994
13.tRNA990-SerAGA	624.236030200595	824.879817822106	797.137426129879	498.775558352694	782.536433136668	605.19163119588	589.273388985231	665.190207876598
13.tRNA991-AspGTC	702.26553397567	733.226504730761	996.421782662349	498.775558352694	608.639447995186	778.103525823274	196.424462995077	285.081517661399
13.tRNA992-SerAGA	312.118015100298	1099.83975709614	199.28435653247	831.29259725449	86.9484925707408	778.103525823274	294.636694492616	760.217380430397
13.tRNA993-AspGTC	624.236030200595	824.879817822106	597.853069597409	914.421856979939	695.587940565927	518.735683882183	491.061157487693	475.135862768998
13.tRNA994-GlnCTG	858.324541525818	1008.1864440048	697.495247863644	665.034077803592	347.793970282963	605.19163119588	589.273388985231	855.244552984197
13.tRNA995-MetCAT	2496.94412080238	1008.1864440048	1295.34831746105	831.29259725449	1999.81532912704	864.559473136971	1866.03239845323	570.163035322798
13.tRNA996-SerTGA	624.236030200595	183.30662618269	398.568713064939	166.258519450898	260.845477712223	259.367841941091	392.848925990154	475.135862768998
13.tRNA997-ArgTCT	4993.88824160476	5499.19878548071	5878.88851770786	5652.78966133053	5738.6005096689	6743.56389046837	6776.64397333016	9787.79877304137
13.tRNA999-IleTAT	78.0295037750744	274.959939274035	0	665.034077803592	86.9484925707408	605.19163119588	294.636694492616	190.054345107599
13.tRNA1000-PheGAA	234.088511325223	1191.49307018749	597.853069597409	914.421856979939	608.639447995186	864.559473136971	491.061157487693	1235.3532431994
13.tRNA1001-IleAAT	234.088511325223	824.879817822106	0	748.163337529041	695.587940565927	864.559473136971	687.48562048277	665.190207876598
13.tRNA1002-IleAAT	1872.70809060179	1466.45300946152	996.421782662349	1745.71445423443	1825.91834398556	1729.11894627394	687.48562048277	1330.3804157532
13.tRNA1003-LeuTAA	0	916.533130913451	0	498.775558352694	0	778.103525823274	0	380.108690215199
13.tRNA1004-SerGCT	156.059007550149	183.30662618269	0	332.517038901796	86.9484925707408	0	98.2122314975385	190.054345107599
